"carat","cut","color","depth","price","x","y","z"
0.2,"Premium","D",61.7,367,3.77,3.72,2.31
0.25,"Ideal","H",61,367,4.09,4.11,2.5
0.3,"Premium","J",62.2,368,4.28,4.3,2.67
0.3,"Good","H",63.9,368,4.24,4.27,2.72
0.3,"Very Good","J",61.6,368,4.28,4.33,2.65
0.3,"Good","J",63.4,368,4.22,4.26,2.69
0.3,"Premium","J",60.6,368,4.34,4.38,2.64
0.3,"Premium","H",60.9,368,4.32,4.35,2.64
0.23,"Very Good","G",62.8,369,3.91,3.93,2.46
0.23,"Very Good","H",63.9,369,3.89,3.9,2.49
0.23,"Fair","G",61.4,369,3.87,3.91,2.39
0.24,"Very Good","F",61.6,370,4.02,4.05,2.48
0.26,"Ideal","I",61.8,371,4.12,4.17,2.56
0.32,"Ideal","I",61.7,371,4.39,4.42,2.72
0.27,"Fair","E",66.4,371,3.99,4.02,2.66
0.31,"Ideal","I",62,372,4.32,4.35,2.69
0.24,"Very Good","D",61.4,373,3.98,4,2.45
0.23,"Very Good","E",62.5,373,3.91,3.96,2.46
0.24,"Very Good","F",62.5,373,3.94,3.97,2.47
0.32,"Ideal","I",61.2,450,4.4,4.44,2.7
0.32,"Ideal","I",60.5,450,4.43,4.49,2.7
0.3,"Ideal","H",61.9,450,4.3,4.32,2.67
0.3,"Ideal","H",62.4,450,4.3,4.32,2.69
0.3,"Ideal","H",62.2,450,4.26,4.29,2.66
0.3,"Ideal","H",61.3,450,4.3,4.34,2.65
0.3,"Ideal","H",62.2,450,4.27,4.28,2.66
0.3,"Ideal","H",62.2,450,4.26,4.29,2.66
0.3,"Ideal","H",62.2,450,4.27,4.31,2.67
0.3,"Ideal","H",62.2,450,4.27,4.28,2.66
0.3,"Ideal","H",61.6,450,4.33,4.37,2.68
0.3,"Ideal","H",60.9,450,4.31,4.33,2.63
0.3,"Ideal","H",62.1,450,4.3,4.33,2.68
0.3,"Ideal","H",62,450,4.29,4.32,2.67
0.3,"Ideal","H",62.1,450,4.29,4.31,2.67
0.3,"Very Good","I",63.3,450,4.3,4.26,2.71
0.3,"Premium","J",62.7,450,4.27,4.21,2.66
0.3,"Very Good","J",63.4,450,4.29,4.23,2.7
0.3,"Good","J",63.8,450,4.26,4.23,2.71
0.33,"Premium","J",59.6,450,4.53,4.49,2.69
0.25,"Very Good","H",60.1,450,4.08,4.11,2.46
0.25,"Ideal","H",62.5,450,4.03,4.06,2.53
0.25,"Premium","H",59.8,450,4.07,4.09,2.44
0.25,"Very Good","G",63.7,451,3.98,4.03,2.55
0.27,"Ideal","H",61.7,451,4.13,4.17,2.56
0.33,"Ideal","J",61.6,451,4.5,4.52,2.78
0.39,"Ideal","J",62.6,451,4.64,4.69,2.92
0.37,"Ideal","J",62.2,451,4.63,4.67,2.89
0.28,"Very Good","E",59,452,4.26,4.32,2.53
0.28,"Very Good","E",61.4,452,4.16,4.24,2.58
0.35,"Ideal","E",61.5,767,4.52,4.56,2.79
0.35,"Premium","F",60.7,767,4.54,4.58,2.77
0.35,"Premium","E",60.7,767,4.55,4.58,2.77
0.35,"Premium","E",60.9,767,4.54,4.56,2.77
0.35,"Premium","E",59.5,767,4.59,4.62,2.74
0.35,"Ideal","E",62.4,767,4.52,4.55,2.83
0.32,"Ideal","E",61.8,768,4.43,4.4,2.73
0.32,"Ideal","E",61.4,768,4.45,4.41,2.72
0.38,"Ideal","I",62,768,4.66,4.69,2.9
0.37,"Ideal","I",60.6,768,4.63,4.66,2.81
0.38,"Ideal","G",61.5,768,4.65,4.7,2.88
0.38,"Ideal","G",62.1,768,4.64,4.69,2.9
0.37,"Ideal","E",60.1,768,4.64,4.68,2.8
0.38,"Ideal","H",62.2,768,4.63,4.68,2.9
0.33,"Ideal","E",61.7,768,4.45,4.47,2.75
0.26,"Ideal","F",60.9,768,4.15,4.23,2.55
0.32,"Premium","E",61.6,768,4.43,4.4,2.72
0.32,"Ideal","E",62.1,768,4.43,4.4,2.74
0.41,"Very Good","F",61.9,769,4.78,4.81,2.97
0.4,"Premium","F",61.7,769,4.75,4.72,2.92
0.32,"Ideal","E",60.8,769,4.39,4.42,2.68
0.26,"Very Good","E",63.1,769,4.08,4.04,2.56
0.26,"Ideal","F",62.4,769,4.11,4.1,2.56
0.26,"Ideal","F",61.6,769,4.1,4.08,2.52
0.26,"Ideal","F",62.5,769,4.12,4.1,2.57
0.26,"Ideal","F",61.6,769,4.1,4.08,2.52
0.26,"Ideal","E",62,769,4.13,4.09,2.55
0.26,"Premium","E",61.7,769,4.14,4.1,2.54
0.26,"Premium","E",61.8,769,4.14,4.11,2.55
0.26,"Ideal","E",62.3,769,4.09,4.06,2.54
0.26,"Ideal","E",61.5,769,4.11,4.08,2.52
0.26,"Ideal","E",62,769,4.13,4.1,2.55
0.26,"Ideal","E",62.2,769,4.15,4.12,2.57
0.26,"Ideal","E",61.7,769,4.1,4.07,2.52
0.26,"Premium","E",62.9,769,4.08,4.06,2.56
0.26,"Premium","E",62.3,769,4.09,4.07,2.54
0.26,"Ideal","D",62.5,769,4.11,4.08,2.56
0.26,"Ideal","D",61.4,769,4.15,4.12,2.54
0.33,"Very Good","E",63.2,770,4.42,4.47,2.81
0.4,"Very Good","H",61.8,770,4.76,4.78,2.95
0.4,"Very Good","E",59.4,770,4.78,4.82,2.85
0.4,"Ideal","I",61.6,770,4.75,4.76,2.93
0.4,"Ideal","I",61.7,770,4.73,4.77,2.93
0.4,"Ideal","H",61.7,770,4.72,4.77,2.93
0.36,"Premium","F",60.3,770,4.65,4.6,2.79
0.36,"Ideal","F",60.1,770,4.67,4.62,2.79
0.36,"Ideal","F",61.5,770,4.59,4.55,2.81
0.38,"Premium","F",61,770,4.67,4.61,2.83
0.36,"Ideal","F",61.5,770,4.62,4.59,2.83
0.36,"Premium","F",61.5,770,4.6,4.54,2.81
0.36,"Premium","F",61.6,770,4.61,4.54,2.82
0.36,"Premium","F",61.1,770,4.59,4.55,2.79
0.36,"Premium","F",61.1,770,4.62,4.58,2.81
0.36,"Premium","F",61.9,770,4.54,4.51,2.8
0.36,"Ideal","F",62,770,4.59,4.54,2.83
0.36,"Premium","F",62.3,770,4.56,4.5,2.82
0.5,"Premium","F",60.5,770,5.15,5.07,3.1
0.31,"Premium","G",59.9,770,4.44,4.41,2.65
0.38,"Premium","J",62.1,770,4.64,4.6,2.87
0.42,"Very Good","I",61.7,771,4.81,4.85,2.98
0.41,"Premium","E",60.6,771,4.83,4.8,2.92
0.42,"Ideal","I",61.7,771,4.8,4.82,2.97
0.42,"Ideal","I",61.5,771,4.83,4.86,2.98
0.42,"Ideal","I",61.5,771,4.83,4.86,2.98
0.35,"Ideal","E",61.6,771,4.54,4.58,2.81
0.33,"Ideal","E",61.5,771,4.42,4.45,2.73
0.33,"Ideal","E",62.3,771,4.42,4.44,2.76
0.41,"Ideal","D",60.7,771,4.83,4.86,2.94
0.38,"Good","G",58.8,771,4.68,4.71,2.76
0.35,"Very Good","D",63,771,4.48,4.51,2.83
0.3,"Fair","D",65.2,772,4.2,4.18,2.73
0.4,"Very Good","J",61.2,772,4.75,4.8,2.92
0.32,"Very Good","G",61.4,772,4.41,4.45,2.72
0.32,"Very Good","G",60.6,772,4.44,4.47,2.7
0.4,"Very Good","G",61.9,772,4.67,4.7,2.9
0.33,"Very Good","E",59.8,772,4.5,4.53,2.7
0.33,"Very Good","F",59.1,772,4.48,4.52,2.66
0.31,"Ideal","G",61.4,772,4.37,4.39,2.68
0.31,"Ideal","G",62.5,772,4.29,4.34,2.69
0.31,"Ideal","G",60.8,772,4.41,4.43,2.69
0.31,"Ideal","G",62.5,772,4.3,4.34,2.69
0.31,"Ideal","G",62.3,772,4.34,4.37,2.71
0.31,"Ideal","G",61.4,772,4.34,4.37,2.68
0.31,"Ideal","G",62.4,772,4.33,4.36,2.71
0.4,"Ideal","E",60.6,772,4.77,4.78,2.9
0.31,"Ideal","H",62,772,4.36,4.39,2.71
0.31,"Ideal","H",61.4,772,4.36,4.39,2.68
0.41,"Good","E",58.1,772,4.89,4.95,2.86
0.35,"Premium","D",61.5,772,4.55,4.53,2.79
0.35,"Very Good","D",63.3,772,4.53,4.5,2.86
0.35,"Ideal","D",62.1,772,4.49,4.47,2.78
0.41,"Premium","G",60.7,772,4.8,4.85,2.93
0.4,"Premium","D",60.8,772,4.77,4.8,2.91
0.4,"Ideal","D",62.1,772,4.7,4.74,2.93
0.4,"Ideal","D",60.8,772,4.77,4.81,2.91
0.44,"Premium","G",61.1,772,4.86,4.9,2.98
0.4,"Very Good","D",61.4,772,4.72,4.83,2.93
0.44,"Very Good","G",61.6,772,4.83,4.88,2.99
0.44,"Premium","G",61.9,772,4.83,4.87,3
0.4,"Ideal","D",59.6,772,4.77,4.82,2.86
0.44,"Premium","G",61.9,772,4.82,4.87,3
0.4,"Premium","D",61.3,772,4.71,4.75,2.9
0.4,"Ideal","D",62,772,4.68,4.71,2.91
0.4,"Premium","D",59.9,772,4.75,4.77,2.85
0.4,"Premium","D",61.6,772,4.69,4.73,2.9
0.44,"Ideal","G",62.7,772,4.82,4.85,3.03
0.44,"Premium","G",60.1,772,4.86,4.95,2.95
0.4,"Premium","D",61.7,772,4.7,4.74,2.91
0.44,"Ideal","G",61.5,772,4.87,4.88,3
0.4,"Ideal","D",61.8,772,4.74,4.78,2.94
0.44,"Premium","G",61,772,4.88,4.93,2.99
0.4,"Premium","D",61.1,772,4.74,4.75,2.9
0.34,"Ideal","F",61.5,773,4.47,4.5,2.76
0.35,"Ideal","H",60.9,773,4.55,4.58,2.78
0.35,"Ideal","H",61.6,773,4.55,4.57,2.81
0.35,"Ideal","E",61.1,773,4.56,4.58,2.79
0.32,"Premium","H",62.2,773,4.38,4.33,2.71
0.32,"Ideal","G",60.7,773,4.46,4.43,2.7
0.32,"Premium","G",61.2,773,4.45,4.41,2.71
0.32,"Ideal","G",61.9,773,4.42,4.4,2.73
0.32,"Premium","F",59.5,773,4.48,4.46,2.66
0.32,"Premium","F",58.8,773,4.48,4.43,2.62
0.32,"Premium","F",59.7,773,4.43,4.38,2.63
0.32,"Very Good","F",63.3,773,4.38,4.34,2.76
0.32,"Ideal","F",63,773,4.37,4.33,2.74
0.32,"Ideal","F",61.9,773,4.45,4.41,2.74
0.42,"Very Good","H",62.9,773,4.72,4.79,2.99
0.42,"Premium","F",60.8,773,4.83,4.87,2.95
0.42,"Very Good","E",62.8,773,4.74,4.78,2.99
0.42,"Very Good","E",62.5,773,4.8,4.83,3.01
0.42,"Very Good","F",62.7,773,4.8,4.83,3.02
0.42,"Very Good","F",62.9,773,4.73,4.77,2.99
0.42,"Ideal","F",62,773,4.81,4.83,2.99
0.42,"Ideal","E",62.6,773,4.81,4.84,3.02
0.42,"Premium","F",60,773,4.85,4.88,2.92
0.42,"Ideal","E",61.5,773,4.82,4.9,2.99
0.42,"Ideal","H",62.5,773,4.76,4.81,2.99
0.42,"Very Good","H",62.1,773,4.76,4.8,2.97
0.42,"Ideal","E",61.3,773,4.79,4.81,2.94
0.42,"Very Good","E",62.3,773,4.76,4.81,2.98
0.42,"Premium","E",62.7,773,4.78,4.79,3
0.42,"Good","E",63.4,773,4.74,4.82,3.03
0.42,"Premium","E",61.6,773,4.83,4.85,2.98
0.42,"Premium","F",61.8,773,4.81,4.84,2.98
0.42,"Ideal","E",62.3,773,4.76,4.8,2.98
0.42,"Ideal","F",60.9,773,4.84,4.88,2.96
0.42,"Very Good","E",62.7,773,4.77,4.83,3.01
0.42,"Premium","F",61.5,773,4.8,4.83,2.96
0.42,"Ideal","F",60.6,773,4.84,4.9,2.95
0.42,"Ideal","I",62,773,4.83,4.85,3
0.36,"Ideal","D",62.5,773,4.55,4.57,2.85
0.43,"Very Good","J",63.6,774,4.78,4.85,3.06
0.37,"Very Good","G",59.9,774,4.71,4.75,2.83
0.37,"Very Good","H",61.9,774,4.6,4.66,2.86
0.43,"Very Good","G",58.9,774,4.94,4.97,2.92
0.3,"Very Good","G",61.4,774,4.27,4.33,2.64
0.31,"Ideal","D",61.1,774,4.37,4.4,2.68
0.31,"Ideal","D",61.9,774,4.36,4.4,2.71
0.43,"Ideal","F",61.9,774,4.84,4.85,3
0.43,"Very Good","D",61,774,4.85,4.88,2.97
0.43,"Good","D",63.8,774,4.79,4.8,3.06
0.43,"Ideal","D",62.5,774,4.8,4.83,3.01
0.43,"Good","D",63.4,774,4.78,4.84,3.05
0.43,"Premium","D",61,774,4.83,4.88,2.96
0.43,"Premium","D",61.2,774,4.8,4.84,2.95
0.38,"Very Good","G",62.5,775,4.59,4.63,2.88
0.31,"Ideal","F",61.5,775,4.35,4.37,2.68
0.36,"Ideal","F",60.7,775,4.59,4.61,2.79
0.3,"Ideal","E",62.2,775,4.28,4.3,2.67
0.3,"Ideal","E",60.5,775,4.35,4.38,2.64
0.41,"Ideal","J",62.2,775,4.79,4.76,2.97
0.41,"Premium","F",59,775,4.89,4.87,2.88
0.4,"Good","D",64,775,4.7,4.64,2.99
0.41,"Premium","E",60.4,775,4.8,4.75,2.88
0.34,"Ideal","G",61.1,775,4.48,4.52,2.75
0.34,"Premium","H",61.2,775,4.46,4.5,2.74
0.34,"Very Good","G",61.2,775,4.46,4.5,2.74
0.34,"Ideal","G",61.6,775,4.47,4.49,2.76
0.34,"Good","H",63.2,775,4.41,4.45,2.8
0.34,"Very Good","H",62.9,775,4.44,4.47,2.8
0.34,"Ideal","H",61.8,775,4.44,4.46,2.75
0.34,"Premium","G",61.6,775,4.44,4.49,2.75
0.34,"Ideal","G",62.1,775,4.44,4.48,2.77
0.34,"Ideal","G",61.9,775,4.44,4.48,2.76
0.34,"Very Good","E",62.7,775,4.41,4.43,2.77
0.34,"Very Good","G",61.4,775,4.47,4.52,2.76
0.3,"Good","E",63.5,775,4.23,4.27,2.7
0.34,"Ideal","G",62.6,775,4.44,4.47,2.79
0.34,"Very Good","G",61.7,775,4.47,4.51,2.77
0.34,"Ideal","H",62,775,4.46,4.48,2.77
0.41,"Premium","J",62.2,775,4.71,4.75,2.94
0.41,"Ideal","J",61.2,775,4.79,4.82,2.94
0.41,"Very Good","J",60.1,775,4.79,4.83,2.89
0.41,"Ideal","J",62,775,4.73,4.79,2.95
0.34,"Premium","H",61.1,775,4.48,4.52,2.75
0.34,"Premium","H",61.5,775,4.45,4.49,2.75
0.36,"Ideal","G",61.6,776,4.58,4.62,2.83
0.36,"Ideal","G",62.3,776,4.55,4.57,2.84
0.36,"Ideal","D",62,776,4.6,4.62,2.86
0.3,"Ideal","F",60.9,776,4.35,4.32,2.64
0.3,"Good","G",63.6,776,4.31,4.25,2.72
0.3,"Premium","G",62.2,776,4.28,4.24,2.65
0.3,"Ideal","F",61.6,776,4.33,4.3,2.66
0.3,"Ideal","H",61.2,776,4.32,4.31,2.64
0.3,"Ideal","H",61.3,776,4.33,4.31,2.65
0.3,"Ideal","H",61.5,776,4.34,4.31,2.66
0.3,"Ideal","H",61.7,776,4.34,4.31,2.67
0.3,"Ideal","H",60.4,776,4.36,4.32,2.62
0.3,"Ideal","H",61.1,776,4.36,4.32,2.65
0.3,"Premium","H",60.6,776,4.35,4.33,2.63
0.3,"Ideal","H",61.3,776,4.35,4.33,2.66
0.3,"Ideal","H",61.5,776,4.35,4.33,2.67
0.3,"Premium","H",60.8,776,4.37,4.34,2.65
0.3,"Premium","H",62.1,776,4.31,4.29,2.67
0.3,"Premium","H",60.8,776,4.33,4.29,2.62
0.3,"Premium","H",61,776,4.32,4.3,2.63
0.3,"Ideal","H",61.6,776,4.34,4.3,2.66
0.3,"Premium","H",62,776,4.35,4.3,2.68
0.3,"Good","H",63.6,776,4.29,4.26,2.72
0.3,"Premium","H",62.4,776,4.3,4.26,2.67
0.3,"Premium","H",61.5,776,4.3,4.28,2.64
0.3,"Premium","H",62.9,776,4.31,4.28,2.7
0.3,"Ideal","H",62.1,776,4.32,4.28,2.67
0.3,"Very Good","H",63.1,776,4.28,4.24,2.69
0.3,"Good","H",63.6,776,4.28,4.24,2.71
0.3,"Ideal","H",62.6,776,4.28,4.25,2.67
0.3,"Very Good","H",63.5,776,4.28,4.25,2.71
0.3,"Ideal","H",62.2,776,4.29,4.26,2.66
0.3,"Very Good","H",63.4,776,4.24,4.21,2.68
0.3,"Ideal","H",62.8,776,4.25,4.22,2.66
0.3,"Premium","H",63,776,4.28,4.23,2.68
0.3,"Good","H",63.7,776,4.27,4.24,2.71
0.3,"Premium","G",59.6,776,4.38,4.34,2.6
0.3,"Ideal","G",59.9,776,4.41,4.37,2.63
0.3,"Premium","G",61.8,776,4.37,4.34,2.69
0.3,"Premium","G",61.4,776,4.35,4.32,2.66
0.3,"Premium","G",60.3,776,4.33,4.3,2.6
0.3,"Premium","G",61.4,776,4.33,4.3,2.65
0.3,"Ideal","G",62,776,4.35,4.3,2.68
0.3,"Ideal","G",61.8,776,4.33,4.31,2.67
0.3,"Ideal","G",61.4,776,4.36,4.31,2.66
0.3,"Ideal","G",61.9,776,4.34,4.29,2.67
0.3,"Ideal","G",61.7,776,4.32,4.3,2.66
0.3,"Premium","G",61.9,776,4.32,4.3,2.67
0.3,"Premium","G",60,776,4.33,4.3,2.59
0.3,"Premium","G",61.8,776,4.32,4.29,2.66
0.3,"Ideal","G",62.5,776,4.32,4.29,2.69
0.3,"Premium","G",61.3,776,4.33,4.29,2.64
0.3,"Premium","G",61.7,776,4.33,4.29,2.66
0.3,"Ideal","G",61.4,776,4.34,4.29,2.65
0.3,"Premium","G",62.3,776,4.3,4.27,2.67
0.3,"Good","G",63.6,776,4.31,4.27,2.73
0.3,"Premium","G",62.9,776,4.32,4.27,2.7
0.3,"Ideal","G",62.2,776,4.31,4.28,2.67
0.3,"Premium","G",62.2,776,4.31,4.28,2.67
0.3,"Ideal","G",62.9,776,4.31,4.28,2.7
0.3,"Premium","G",61.2,776,4.32,4.28,2.63
0.3,"Premium","G",61.9,776,4.32,4.28,2.66
0.3,"Ideal","G",61.5,776,4.34,4.28,2.65
0.3,"Ideal","G",61.8,776,4.32,4.29,2.66
0.3,"Ideal","G",62.6,776,4.29,4.27,2.68
0.3,"Premium","G",62.9,776,4.29,4.26,2.69
0.3,"Good","G",63.6,776,4.29,4.26,2.72
0.3,"Very Good","G",63.3,776,4.3,4.26,2.71
0.3,"Premium","G",62.8,776,4.28,4.26,2.68
0.3,"Premium","G",62.5,776,4.32,4.25,2.68
0.3,"Premium","G",62.1,776,4.3,4.24,2.65
0.3,"Very Good","G",63.1,776,4.27,4.25,2.69
0.3,"Good","G",63.8,776,4.28,4.25,2.72
0.3,"Ideal","G",62.8,776,4.29,4.25,2.68
0.3,"Very Good","G",63.1,776,4.26,4.24,2.68
0.3,"Very Good","G",63.1,776,4.28,4.24,2.69
0.3,"Premium","G",62.8,776,4.27,4.23,2.67
0.3,"Premium","G",62,776,4.28,4.23,2.64
0.3,"Ideal","G",62.8,776,4.26,4.24,2.67
0.3,"Very Good","G",63.4,776,4.25,4.23,2.69
0.3,"Good","G",63.6,776,4.26,4.23,2.7
0.3,"Premium","G",62.9,776,4.22,4.18,2.64
0.3,"Premium","G",62.4,776,4.24,4.22,2.64
0.3,"Ideal","F",62,776,4.33,4.31,2.68
0.3,"Ideal","F",62,776,4.34,4.31,2.68
0.3,"Ideal","F",60.7,776,4.34,4.32,2.63
0.3,"Premium","F",60.7,776,4.35,4.32,2.63
0.3,"Ideal","F",61.4,776,4.36,4.34,2.67
0.3,"Ideal","F",60.4,776,4.37,4.34,2.63
0.3,"Premium","F",60.6,776,4.39,4.36,2.65
0.3,"Ideal","F",61.8,776,4.33,4.31,2.67
0.3,"Ideal","F",62.3,776,4.33,4.3,2.69
0.3,"Ideal","F",61.9,776,4.32,4.31,2.67
0.3,"Premium","F",60.4,776,4.33,4.31,2.61
0.3,"Ideal","F",61.1,776,4.33,4.31,2.64
0.3,"Ideal","F",61.3,776,4.32,4.3,2.64
0.3,"Ideal","F",62.9,776,4.33,4.29,2.71
0.3,"Ideal","F",60.7,776,4.34,4.29,2.62
0.3,"Premium","F",61.4,776,4.34,4.29,2.65
0.3,"Ideal","F",61.8,776,4.31,4.3,2.66
0.3,"Premium","F",62.5,776,4.32,4.29,2.69
0.3,"Ideal","F",61.6,776,4.32,4.28,2.65
0.3,"Premium","F",61.6,776,4.31,4.29,2.65
0.3,"Ideal","F",62.8,776,4.31,4.29,2.7
0.28,"Very Good","D",62.2,452,4.13,4.16,2.58
0.3,"Premium","G",62.7,452,4.29,4.26,2.68
0.31,"Ideal","I",62.1,452,4.35,4.38,2.71
0.31,"Ideal","I",61.6,452,4.36,4.4,2.7
0.31,"Ideal","I",61.6,452,4.37,4.4,2.7
0.31,"Ideal","I",61.4,452,4.35,4.41,2.69
0.31,"Ideal","I",61,452,4.37,4.38,2.67
0.31,"Ideal","I",62,452,4.37,4.4,2.72
0.31,"Ideal","I",62.3,452,4.37,4.4,2.73
0.31,"Ideal","I",61.6,452,4.38,4.42,2.71
0.25,"Ideal","D",61.5,452,4.09,4.14,2.52
0.23,"Good","D",61.8,452,3.9,3.93,2.42
0.43,"Premium","H",62,452,4.78,4.83,2.98
0.26,"Very Good","E",62.1,452,4.11,4.13,2.56
0.26,"Ideal","F",60.9,452,4.11,4.13,2.51
0.26,"Very Good","E",60.4,452,4.15,4.19,2.52
0.26,"Ideal","D",62,452,4.1,4.12,2.55
0.26,"Premium","F",59.5,452,4.18,4.22,2.5
0.26,"Premium","E",60.1,452,4.1,4.15,2.48
0.26,"Ideal","F",62.3,452,4.08,4.1,2.55
0.26,"Ideal","E",61.8,452,4.09,4.13,2.54
0.26,"Premium","E",61.9,452,4.1,4.11,2.54
0.3,"Very Good","I",60.5,453,4.34,4.37,2.63
0.26,"Very Good","E",59.2,453,4.18,4.2,2.48
0.26,"Very Good","E",63.2,453,4.06,4.1,2.58
0.26,"Very Good","F",58.7,453,4.14,4.27,2.47
0.26,"Very Good","F",59,453,4.19,4.25,2.49
0.26,"Very Good","F",62.4,453,4.06,4.08,2.54
0.26,"Very Good","F",62.9,453,4.04,4.07,2.55
0.26,"Very Good","F",59.5,453,4.18,4.23,2.5
0.3,"Premium","F",61.1,776,4.32,4.29,2.63
0.3,"Premium","F",62.2,776,4.31,4.28,2.67
0.3,"Ideal","F",62.5,776,4.31,4.27,2.68
0.3,"Ideal","F",62.7,776,4.31,4.27,2.69
0.3,"Ideal","F",62.8,776,4.33,4.27,2.7
0.3,"Premium","F",61.4,776,4.3,4.27,2.63
0.3,"Premium","F",61.5,776,4.29,4.26,2.63
0.3,"Ideal","F",62.9,776,4.29,4.26,2.69
0.3,"Ideal","F",62.1,776,4.31,4.26,2.66
0.3,"Ideal","F",62.9,776,4.29,4.27,2.69
0.3,"Premium","F",62.5,776,4.28,4.26,2.67
0.3,"Premium","F",62.2,776,4.27,4.22,2.64
0.3,"Premium","F",62.8,776,4.29,4.24,2.68
0.3,"Premium","F",62.8,776,4.28,4.25,2.68
0.3,"Premium","F",62.7,776,4.3,4.25,2.68
0.3,"Fair","F",65.4,776,4.25,4.22,2.77
0.3,"Ideal","G",61.5,776,4.34,4.31,2.66
0.3,"Premium","G",61.7,776,4.28,4.24,2.63
0.3,"Ideal","G",62.3,776,4.32,4.29,2.68
0.3,"Ideal","F",61.9,776,4.3,4.32,2.67
0.28,"Very Good","D",62.2,777,4.21,4.25,2.63
0.42,"Very Good","I",62.1,777,4.78,4.8,2.98
0.26,"Ideal","D",61.4,777,4.1,4.17,2.54
0.35,"Ideal","D",62.1,777,4.54,4.58,2.83
0.42,"Ideal","G",62.2,777,4.85,4.86,3.02
0.41,"Ideal","J",62.1,777,4.78,4.81,2.98
0.44,"Good","D",58.8,777,4.97,5,2.93
0.37,"Ideal","E",61.4,777,4.65,4.6,2.84
0.31,"Ideal","D",60.9,777,4.38,4.42,2.68
0.31,"Very Good","F",59.2,777,4.34,4.41,2.59
0.31,"Ideal","D",61.9,777,4.36,4.39,2.71
0.31,"Ideal","D",60.1,777,4.43,4.46,2.67
0.3,"Ideal","D",61.8,778,4.35,4.32,2.68
0.3,"Ideal","D",59.5,778,4.41,4.37,2.61
0.3,"Ideal","D",61,778,4.38,4.34,2.66
0.38,"Premium","J",60.5,778,4.72,4.69,2.84
0.42,"Premium","E",61.8,778,4.84,4.8,2.98
0.32,"Very Good","F",62.5,778,4.39,4.42,2.75
0.32,"Very Good","F",62.3,778,4.38,4.41,2.73
0.31,"Very Good","G",58.8,778,4.44,4.47,2.62
0.33,"Very Good","D",60,778,4.47,4.49,2.69
0.41,"Very Good","H",58.1,778,4.91,4.97,2.87
0.31,"Very Good","H",61.3,778,4.37,4.4,2.69
0.31,"Ideal","H",61.3,778,4.37,4.4,2.69
0.31,"Ideal","G",62.3,778,4.37,4.42,2.74
0.31,"Ideal","G",61.6,778,4.36,4.38,2.69
0.43,"Ideal","H",62.3,778,4.85,4.88,3.03
0.38,"Ideal","G",61.2,778,4.69,4.72,2.88
0.35,"Ideal","I",62.7,778,4.51,4.55,2.84
0.38,"Premium","I",60.1,778,4.72,4.66,2.82
0.39,"Premium","E",60.7,778,4.74,4.72,2.87
0.3,"Ideal","E",62.5,778,4.3,4.28,2.68
0.44,"Premium","E",62.3,778,4.85,4.88,3.03
0.31,"Very Good","F",59.4,779,4.39,4.43,2.62
0.32,"Ideal","E",61.3,779,4.39,4.42,2.7
0.32,"Ideal","E",62.1,779,4.41,4.44,2.75
0.32,"Ideal","E",60.4,779,4.45,4.49,2.7
0.3,"Ideal","E",62.2,779,4.3,4.32,2.68
0.3,"Ideal","E",61.7,779,4.31,4.34,2.67
0.3,"Ideal","E",62.3,779,4.28,4.34,2.69
0.32,"Ideal","E",61.3,779,4.42,4.45,2.72
0.31,"Ideal","D",61.9,779,4.32,4.37,2.69
0.32,"Ideal","G",60.3,779,4.44,4.48,2.69
0.32,"Ideal","G",61.7,779,4.39,4.42,2.72
0.31,"Ideal","F",60.4,779,4.35,4.43,2.65
0.31,"Good","F",63.9,779,4.3,4.27,2.74
0.37,"Very Good","E",61.2,779,4.63,4.68,2.85
0.41,"Very Good","D",62.8,779,4.73,4.76,2.98
0.36,"Very Good","D",62.4,780,4.48,4.53,2.81
0.43,"Ideal","I",62.1,780,4.83,4.86,3.01
0.34,"Ideal","D",61.4,780,4.49,4.54,2.77
0.32,"Ideal","D",60.3,780,4.42,4.44,2.67
0.35,"Ideal","D",61.5,780,4.54,4.57,2.8
0.35,"Ideal","D",61.1,780,4.55,4.59,2.79
0.3,"Good","F",64.3,780,4.22,4.27,2.73
0.28,"Premium","E",58.7,780,4.34,4.31,2.54
0.28,"Ideal","D",61.7,780,4.23,4.2,2.6
0.33,"Premium","I",61.9,780,4.44,4.41,2.74
0.33,"Premium","I",61.7,780,4.45,4.43,2.74
0.33,"Premium","I",62.5,780,4.42,4.38,2.75
0.33,"Premium","D",60.3,780,4.49,4.47,2.7
0.33,"Premium","D",60,780,4.5,4.47,2.69
0.33,"Ideal","D",62.5,780,4.44,4.43,2.77
0.33,"Ideal","D",61.3,780,4.46,4.44,2.73
0.33,"Premium","D",60.1,780,4.49,4.46,2.69
0.33,"Ideal","D",62.8,780,4.43,4.39,2.77
0.33,"Ideal","D",62.7,780,4.44,4.4,2.77
0.33,"Premium","D",61.5,780,4.44,4.41,2.72
0.33,"Ideal","D",62.4,780,4.44,4.41,2.76
0.33,"Ideal","D",62.8,780,4.45,4.41,2.78
0.33,"Premium","D",60.4,780,4.46,4.41,2.68
0.32,"Ideal","E",61.4,780,4.46,4.4,2.72
0.32,"Good","E",57,780,4.6,4.53,2.6
0.36,"Very Good","F",61.3,781,4.63,4.65,2.84
0.32,"Ideal","F",61.4,781,4.43,4.46,2.73
0.32,"Ideal","F",61.4,781,4.42,4.44,2.72
